sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
Montgomery,06/07/2020,-16.0,18.0,,,-2.0,,06/07/2020,Montgomery,0.0,100.0,246.0,5213.0
Montgomery,06/08/2020,-16.0,22.0,,,-26.0,7.0,06/08/2020,Montgomery,0.0,100.0,240.0,5453.0
Montgomery,06/09/2020,-14.0,14.0,,,-27.0,7.0,06/09/2020,Montgomery,0.0,100.0,149.0,5602.0
Montgomery,06/10/2020,-15.0,20.0,,,-29.0,9.0,06/10/2020,Montgomery,1.0,101.0,235.0,5837.0
Montgomery,06/11/2020,-13.0,28.0,,,-27.0,8.0,06/11/2020,Montgomery,2.0,103.0,327.0,6164.0
Montgomery,06/12/2020,-17.0,14.0,,,-29.0,8.0,06/12/2020,Montgomery,0.0,103.0,218.0,6382.0
Montgomery,06/13/2020,-14.0,14.0,,,-4.0,,06/13/2020,Montgomery,1.0,104.0,178.0,6560.0
Montgomery,06/14/2020,-11.0,18.0,,,0.0,,06/14/2020,Montgomery,0.0,104.0,137.0,6697.0
Montgomery,06/15/2020,-11.0,22.0,,,-28.0,7.0,06/15/2020,Montgomery,0.0,104.0,125.0,6822.0
Montgomery,06/16/2020,-7.0,21.0,,,-25.0,6.0,06/16/2020,Montgomery,0.0,104.0,76.0,6898.0
Montgomery,06/17/2020,-9.0,19.0,,,-27.0,7.0,06/17/2020,Montgomery,1.0,105.0,151.0,7049.0
Montgomery,06/18/2020,-11.0,24.0,,,-27.0,6.0,06/18/2020,Montgomery,1.0,106.0,224.0,7273.0
Montgomery,06/19/2020,-14.0,19.0,,,-29.0,6.0,06/19/2020,Montgomery,0.0,106.0,156.0,7429.0
Montgomery,06/20/2020,-14.0,24.0,,,-7.0,,06/20/2020,Montgomery,0.0,106.0,221.0,7650.0
Montgomery,06/21/2020,-15.0,21.0,,,0.0,,06/21/2020,Montgomery,2.0,108.0,237.0,7887.0
Montgomery,06/22/2020,-14.0,10.0,,,-30.0,8.0,06/22/2020,Montgomery,1.0,109.0,162.0,8049.0
Montgomery,06/23/2020,-11.0,13.0,,,-30.0,7.0,06/23/2020,Montgomery,1.0,110.0,63.0,8112.0
Montgomery,06/24/2020,-8.0,16.0,,,-27.0,7.0,06/24/2020,Montgomery,1.0,111.0,160.0,8272.0
Montgomery,06/25/2020,-10.0,25.0,,,-26.0,6.0,06/25/2020,Montgomery,2.0,113.0,163.0,8435.0
Montgomery,06/26/2020,-19.0,13.0,,,-27.0,8.0,06/26/2020,Montgomery,3.0,116.0,210.0,8645.0
Montgomery,06/27/2020,-17.0,9.0,,,-10.0,,06/27/2020,Montgomery,2.0,118.0,312.0,8957.0
Montgomery,06/28/2020,-13.0,8.0,,,-4.0,,06/28/2020,Montgomery,0.0,118.0,174.0,9131.0
Montgomery,06/29/2020,-12.0,13.0,,,-31.0,8.0,06/29/2020,Montgomery,0.0,118.0,127.0,9258.0
Montgomery,06/30/2020,-10.0,17.0,,,-31.0,9.0,06/30/2020,Montgomery,0.0,118.0,83.0,9341.0
Montgomery,07/01/2020,-7.0,23.0,,,-30.0,9.0,07/01/2020,Montgomery,1.0,119.0,179.0,9520.0
Montgomery,07/02/2020,-4.0,37.0,,,-30.0,5.0,07/02/2020,Montgomery,0.0,119.0,169.0,9689.0
Montgomery,07/03/2020,-7.0,31.0,,,-52.0,12.0,07/03/2020,Montgomery,0.0,119.0,167.0,9856.0
Montgomery,07/04/2020,-32.0,4.0,,,-21.0,,07/04/2020,Montgomery,0.0,119.0,242.0,10098.0
Montgomery,07/05/2020,-13.0,10.0,,,-6.0,,07/05/2020,Montgomery,1.0,120.0,170.0,10268.0
Montgomery,07/06/2020,-8.0,19.0,,,-34.0,6.0,07/06/2020,Montgomery,1.0,121.0,169.0,10437.0
Montgomery,07/07/2020,-9.0,20.0,,,-32.0,7.0,07/07/2020,Montgomery,0.0,121.0,76.0,10513.0
Montgomery,07/08/2020,-11.0,24.0,,,-31.0,9.0,07/08/2020,Montgomery,4.0,125.0,174.0,10687.0
Montgomery,07/09/2020,-14.0,28.0,,,-29.0,6.0,07/09/2020,Montgomery,3.0,128.0,202.0,10889.0
Montgomery,07/10/2020,-19.0,12.0,,,-32.0,9.0,07/10/2020,Montgomery,2.0,130.0,202.0,11091.0
Montgomery,07/11/2020,-16.0,16.0,,,-9.0,,07/11/2020,Montgomery,2.0,132.0,229.0,11320.0
Montgomery,07/12/2020,-13.0,16.0,,,-4.0,,07/12/2020,Montgomery,1.0,133.0,131.0,11451.0
Montgomery,07/13/2020,-15.0,18.0,,,-31.0,7.0,07/13/2020,Montgomery,8.0,141.0,230.0,11681.0
Montgomery,07/14/2020,-13.0,13.0,,,-29.0,8.0,07/14/2020,Montgomery,0.0,141.0,94.0,11775.0
Montgomery,07/15/2020,-15.0,19.0,,,-29.0,7.0,07/15/2020,Montgomery,0.0,141.0,133.0,11908.0
Montgomery,07/16/2020,-14.0,22.0,,,-27.0,6.0,07/16/2020,Montgomery,0.0,141.0,380.0,12288.0
Montgomery,07/17/2020,-16.0,20.0,,,-30.0,8.0,07/17/2020,Montgomery,2.0,143.0,252.0,12540.0
Montgomery,07/18/2020,-20.0,19.0,,,-11.0,,07/18/2020,Montgomery,0.0,143.0,125.0,12665.0
Montgomery,07/19/2020,-14.0,18.0,,,-3.0,,07/19/2020,Montgomery,0.0,143.0,123.0,12788.0
Montgomery,07/20/2020,-16.0,30.0,,,-30.0,7.0,07/20/2020,Montgomery,1.0,144.0,137.0,12925.0
Montgomery,07/21/2020,-12.0,22.0,,,-28.0,6.0,07/21/2020,Montgomery,0.0,144.0,156.0,13081.0
Montgomery,07/22/2020,-13.0,23.0,,,-29.0,9.0,07/22/2020,Montgomery,1.0,145.0,124.0,13205.0
Montgomery,07/23/2020,-13.0,28.0,,,-28.0,6.0,07/23/2020,Montgomery,1.0,146.0,190.0,13395.0
Montgomery,07/24/2020,-18.0,16.0,,,-29.0,7.0,07/24/2020,Montgomery,1.0,147.0,188.0,13583.0
Montgomery,07/25/2020,-17.0,15.0,,,-9.0,,07/25/2020,Montgomery,1.0,148.0,187.0,13770.0
Montgomery,07/26/2020,-13.0,21.0,,,-4.0,,07/26/2020,Montgomery,0.0,148.0,150.0,13920.0
Montgomery,07/27/2020,-16.0,18.0,,,-31.0,7.0,07/27/2020,Montgomery,4.0,152.0,68.0,13988.0
Montgomery,07/28/2020,-14.0,22.0,,,-29.0,7.0,07/28/2020,Montgomery,0.0,152.0,102.0,14090.0
Montgomery,07/29/2020,-11.0,16.0,,,-32.0,7.0,07/29/2020,Montgomery,0.0,152.0,142.0,14232.0
Montgomery,07/30/2020,-9.0,25.0,,,-29.0,5.0,07/30/2020,Montgomery,2.0,154.0,198.0,14430.0
Montgomery,07/31/2020,-11.0,15.0,,,-32.0,6.0,07/31/2020,Montgomery,1.0,155.0,211.0,14641.0
Montgomery,08/01/2020,-12.0,16.0,,,-9.0,,08/01/2020,Montgomery,2.0,157.0,293.0,14934.0
Montgomery,08/02/2020,-2.0,16.0,,,-10.0,,08/02/2020,Montgomery,3.0,160.0,202.0,15136.0
Montgomery,08/03/2020,-6.0,15.0,,,-29.0,6.0,08/03/2020,Montgomery,0.0,160.0,196.0,15332.0
Montgomery,08/04/2020,-22.0,2.0,,,-31.0,11.0,08/04/2020,Montgomery,1.0,161.0,168.0,15500.0
Montgomery,08/05/2020,-4.0,21.0,,,-29.0,6.0,08/05/2020,Montgomery,8.0,169.0,142.0,15642.0
Montgomery,08/06/2020,-8.0,17.0,,,-29.0,5.0,08/06/2020,Montgomery,1.0,170.0,339.0,15981.0
Montgomery,08/07/2020,-13.0,8.0,,,-31.0,7.0,08/07/2020,Montgomery,2.0,172.0,202.0,16183.0
Montgomery,08/08/2020,-15.0,10.0,,,-10.0,,08/08/2020,Montgomery,4.0,176.0,251.0,16434.0
Montgomery,08/09/2020,-9.0,9.0,,,-4.0,,08/09/2020,Montgomery,1.0,177.0,124.0,16558.0
Montgomery,08/10/2020,-12.0,16.0,,,-31.0,6.0,08/10/2020,Montgomery,0.0,177.0,164.0,16722.0
Montgomery,08/11/2020,-9.0,11.0,,,-30.0,6.0,08/11/2020,Montgomery,0.0,177.0,122.0,16844.0
Montgomery,08/12/2020,-10.0,12.0,,,-29.0,6.0,08/12/2020,Montgomery,2.0,179.0,157.0,17001.0
Montgomery,08/13/2020,-7.0,26.0,,,-29.0,5.0,08/13/2020,Montgomery,2.0,181.0,175.0,17176.0
Montgomery,08/14/2020,-11.0,14.0,,,-31.0,5.0,08/14/2020,Montgomery,3.0,184.0,260.0,17436.0
Montgomery,08/15/2020,-11.0,13.0,,,-12.0,,08/15/2020,Montgomery,3.0,187.0,254.0,17690.0
Montgomery,08/16/2020,-3.0,15.0,,,-5.0,,08/16/2020,Montgomery,1.0,188.0,130.0,17820.0
Montgomery,08/17/2020,,,,,-32.0,6.0,08/17/2020,Montgomery,0.0,188.0,192.0,18012.0
Montgomery,08/18/2020,,,,,-28.0,6.0,08/18/2020,Montgomery,1.0,189.0,166.0,18178.0
Montgomery,08/19/2020,,,,,-31.0,6.0,08/19/2020,Montgomery,1.0,190.0,145.0,18323.0
Montgomery,08/20/2020,,,,,-27.0,4.0,08/20/2020,Montgomery,3.0,193.0,362.0,18685.0
Montgomery,08/21/2020,,,,,-31.0,5.0,08/21/2020,Montgomery,0.0,193.0,199.0,18884.0
Montgomery,08/24/2020,,,,,-29.0,6.0,08/24/2020,Montgomery,0.0,196.0,92.0,19329.0
Montgomery,08/25/2020,,,,,-29.0,7.0,08/25/2020,Montgomery,1.0,197.0,169.0,19498.0
Montgomery,08/26/2020,,,,,-29.0,6.0,08/26/2020,Montgomery,1.0,198.0,138.0,19636.0
Montgomery,08/27/2020,,,,,-29.0,8.0,08/27/2020,Montgomery,2.0,200.0,263.0,19899.0
Montgomery,08/28/2020,,,,,,5.0,08/28/2020,Montgomery,2.0,202.0,218.0,20117.0
Montgomery,08/31/2020,,,,,-30.0,5.0,08/31/2020,Montgomery,1.0,207.0,326.0,20953.0
Montgomery,09/01/2020,,,,,-30.0,5.0,09/01/2020,Montgomery,1.0,208.0,65.0,21018.0
Montgomery,09/02/2020,,,,,-32.0,7.0,09/02/2020,Montgomery,3.0,211.0,158.0,21176.0
Montgomery,09/03/2020,,,,,-29.0,4.0,09/03/2020,Montgomery,1.0,212.0,242.0,21418.0
Montgomery,09/04/2020,,,,,-33.0,5.0,09/04/2020,Montgomery,2.0,214.0,222.0,21640.0
Montgomery,09/07/2020,,,,,-65.0,,09/07/2020,Montgomery,0.0,215.0,163.0,22185.0
Montgomery,09/08/2020,,,,,-30.0,5.0,09/08/2020,Montgomery,0.0,215.0,75.0,22260.0
Montgomery,09/09/2020,,,,,-30.0,4.0,09/09/2020,Montgomery,0.0,215.0,137.0,22397.0
Montgomery,09/10/2020,,,,,-30.0,4.0,09/10/2020,Montgomery,2.0,217.0,276.0,22673.0
Montgomery,09/11/2020,-11.0,12.0,,,-31.0,4.0,09/11/2020,Montgomery,1.0,218.0,259.0,22932.0
Montgomery,09/12/2020,-8.0,8.0,,,-11.0,,09/12/2020,Montgomery,0.0,218.0,260.0,23192.0
Montgomery,09/13/2020,-5.0,7.0,,,-6.0,,09/13/2020,Montgomery,0.0,218.0,322.0,23514.0
Montgomery,09/14/2020,-8.0,11.0,,,-27.0,4.0,09/14/2020,Montgomery,0.0,218.0,169.0,23683.0
Montgomery,09/15/2020,-7.0,5.0,,,-25.0,4.0,09/15/2020,Montgomery,0.0,218.0,190.0,23873.0
Montgomery,09/16/2020,-6.0,4.0,,,-29.0,5.0,09/16/2020,Montgomery,1.0,219.0,177.0,24050.0
Montgomery,09/17/2020,-8.0,8.0,,,-27.0,5.0,09/17/2020,Montgomery,0.0,219.0,213.0,24263.0
Montgomery,09/18/2020,-10.0,5.0,,,-28.0,4.0,09/18/2020,Montgomery,4.0,223.0,244.0,24507.0
Montgomery,09/19/2020,-4.0,7.0,,,-10.0,,09/19/2020,Montgomery,4.0,227.0,287.0,24794.0
Montgomery,09/20/2020,0.0,10.0,,,-2.0,,09/20/2020,Montgomery,0.0,227.0,254.0,25048.0
Montgomery,09/21/2020,-8.0,11.0,,,-27.0,5.0,09/21/2020,Montgomery,2.0,229.0,434.0,25482.0
Montgomery,09/22/2020,-7.0,3.0,,,-26.0,5.0,09/22/2020,Montgomery,1.0,230.0,86.0,25568.0
Montgomery,09/23/2020,-7.0,6.0,,,-27.0,6.0,09/23/2020,Montgomery,2.0,232.0,155.0,25723.0
Montgomery,09/24/2020,-6.0,12.0,,,-23.0,4.0,09/24/2020,Montgomery,0.0,232.0,251.0,25974.0
Montgomery,09/25/2020,-12.0,3.0,,,-27.0,5.0,09/25/2020,Montgomery,0.0,232.0,159.0,26133.0
Montgomery,09/26/2020,-7.0,8.0,,,-9.0,0.0,09/26/2020,Montgomery,0.0,232.0,144.0,26277.0
Montgomery,09/27/2020,-4.0,7.0,,,-5.0,-2.0,09/27/2020,Montgomery,0.0,232.0,70.0,26347.0
Montgomery,09/28/2020,-10.0,12.0,,,-25.0,6.0,09/28/2020,Montgomery,2.0,234.0,217.0,26564.0
Montgomery,09/29/2020,-9.0,11.0,,,-21.0,5.0,09/29/2020,Montgomery,1.0,235.0,75.0,26639.0
Montgomery,09/30/2020,-7.0,12.0,,,-26.0,6.0,09/30/2020,Montgomery,0.0,235.0,100.0,26739.0
Montgomery,10/01/2020,-2.0,18.0,,,-22.0,3.0,10/01/2020,Montgomery,1.0,236.0,272.0,27011.0
Montgomery,10/02/2020,-10.0,9.0,,,-24.0,5.0,10/02/2020,Montgomery,1.0,237.0,354.0,27365.0
Montgomery,10/03/2020,-5.0,11.0,,,-9.0,0.0,10/03/2020,Montgomery,1.0,238.0,310.0,27675.0
Montgomery,10/04/2020,-6.0,10.0,,,-4.0,-2.0,10/04/2020,Montgomery,0.0,238.0,214.0,27889.0
Montgomery,10/05/2020,-7.0,10.0,,,-26.0,4.0,10/05/2020,Montgomery,3.0,241.0,180.0,28069.0
Montgomery,10/06/2020,-8.0,12.0,,,-23.0,3.0,10/06/2020,Montgomery,0.0,241.0,71.0,28140.0
Montgomery,10/07/2020,-12.0,4.0,,,-26.0,5.0,10/07/2020,Montgomery,1.0,242.0,300.0,28440.0
Montgomery,10/08/2020,1.0,13.0,,,-23.0,4.0,10/08/2020,Montgomery,2.0,244.0,289.0,28729.0
Montgomery,10/09/2020,-7.0,7.0,,,-24.0,5.0,10/09/2020,Montgomery,1.0,245.0,300.0,29029.0
Montgomery,10/10/2020,-4.0,6.0,,,-4.0,0.0,10/10/2020,Montgomery,0.0,245.0,173.0,29202.0
Montgomery,10/11/2020,-1.0,9.0,,,-7.0,-1.0,10/11/2020,Montgomery,0.0,245.0,269.0,29471.0
Montgomery,10/12/2020,-1.0,3.0,,,-40.0,7.0,10/12/2020,Montgomery,4.0,249.0,149.0,29620.0
Montgomery,10/13/2020,-11.0,-1.0,,,-25.0,7.0,10/13/2020,Montgomery,0.0,249.0,65.0,29685.0
Nassau,03/01/2020,6.0,4.0,-10.0,-2.0,2.0,0.0,03/01/2020,Nassau,0.0,0.0,0.0,0.0
Nassau,03/02/2020,4.0,5.0,26.0,-6.0,4.0,-1.0,03/02/2020,Nassau,0.0,0.0,0.0,0.0
Nassau,03/03/2020,5.0,3.0,3.0,-3.0,3.0,0.0,03/03/2020,Nassau,0.0,0.0,0.0,0.0
Nassau,03/04/2020,6.0,7.0,20.0,-5.0,3.0,-1.0,03/04/2020,Nassau,0.0,0.0,0.0,0.0
Nassau,03/05/2020,5.0,7.0,25.0,-2.0,4.0,0.0,03/05/2020,Nassau,1.0,1.0,1.0,1.0
Nassau,03/06/2020,-1.0,4.0,-5.0,-9.0,3.0,1.0,03/06/2020,Nassau,3.0,4.0,10.0,11.0
Nassau,03/07/2020,6.0,8.0,26.0,-4.0,6.0,-1.0,03/07/2020,Nassau,2.0,6.0,5.0,16.0
Nassau,03/08/2020,3.0,5.0,50.0,-9.0,1.0,1.0,03/08/2020,Nassau,4.0,10.0,11.0,27.0
Nassau,03/09/2020,5.0,9.0,90.0,-8.0,1.0,0.0,03/09/2020,Nassau,4.0,14.0,15.0,42.0
Nassau,03/10/2020,3.0,8.0,23.0,-9.0,-2.0,2.0,03/10/2020,Nassau,6.0,20.0,22.0,64.0
Nassau,03/11/2020,4.0,11.0,35.0,-15.0,-2.0,2.0,03/11/2020,Nassau,11.0,31.0,58.0,122.0
Nassau,03/12/2020,3.0,30.0,2.0,-19.0,-4.0,3.0,03/12/2020,Nassau,14.0,45.0,86.0,208.0
Nassau,03/13/2020,-3.0,35.0,25.0,-28.0,-10.0,6.0,03/13/2020,Nassau,19.0,64.0,100.0,308.0
Nassau,03/14/2020,-9.0,24.0,84.0,-23.0,-1.0,4.0,03/14/2020,Nassau,20.0,84.0,82.0,390.0
Nassau,03/15/2020,-17.0,12.0,39.0,-30.0,-8.0,6.0,03/15/2020,Nassau,23.0,107.0,109.0,499.0
Nassau,03/16/2020,-10.0,27.0,6.0,-42.0,-28.0,13.0,03/16/2020,Nassau,24.0,131.0,112.0,611.0
Nassau,03/17/2020,-24.0,14.0,0.0,-49.0,-34.0,17.0,03/17/2020,Nassau,52.0,183.0,218.0,829.0
Nassau,03/18/2020,-26.0,11.0,56.0,-50.0,-37.0,18.0,03/18/2020,Nassau,186.0,369.0,632.0,1461.0
Nassau,03/19/2020,-35.0,4.0,0.0,-56.0,-41.0,22.0,03/19/2020,Nassau,385.0,754.0,1036.0,2497.0
Nassau,03/20/2020,-35.0,16.0,39.0,-53.0,-44.0,22.0,03/20/2020,Nassau,479.0,1233.0,1706.0,4203.0
Nassau,03/21/2020,-45.0,3.0,63.0,-49.0,-29.0,14.0,03/21/2020,Nassau,667.0,1900.0,1968.0,6171.0
Nassau,03/22/2020,-56.0,-20.0,-8.0,-59.0,-37.0,15.0,03/22/2020,Nassau,542.0,2442.0,1323.0,7494.0
Nassau,03/23/2020,-61.0,-35.0,-63.0,-74.0,-60.0,30.0,03/23/2020,Nassau,427.0,2869.0,993.0,8487.0
Nassau,03/24/2020,-49.0,-14.0,40.0,-67.0,-59.0,28.0,03/24/2020,Nassau,416.0,3285.0,896.0,9383.0
Nassau,03/25/2020,-55.0,-22.0,-35.0,-70.0,-60.0,30.0,03/25/2020,Nassau,629.0,3914.0,1735.0,11118.0
Nassau,03/26/2020,-51.0,-17.0,51.0,-67.0,-61.0,29.0,03/26/2020,Nassau,743.0,4657.0,1412.0,12530.0
Nassau,03/27/2020,-54.0,-16.0,54.0,-66.0,-60.0,30.0,03/27/2020,Nassau,880.0,5537.0,1827.0,14357.0
Nassau,03/28/2020,-64.0,-27.0,-45.0,-68.0,-47.0,21.0,03/28/2020,Nassau,908.0,6445.0,2107.0,16464.0
Nassau,03/29/2020,-66.0,-34.0,-60.0,-69.0,-47.0,19.0,03/29/2020,Nassau,899.0,7344.0,1830.0,18294.0
Nassau,03/30/2020,-54.0,-23.0,-4.0,-71.0,-63.0,30.0,03/30/2020,Nassau,1200.0,8544.0,2261.0,20555.0
Nassau,03/31/2020,-54.0,-23.0,-18.0,-72.0,-65.0,31.0,03/31/2020,Nassau,1010.0,9554.0,1845.0,22400.0
Nassau,04/01/2020,-52.0,-19.0,19.0,-72.0,-65.0,31.0,04/01/2020,Nassau,1033.0,10587.0,1908.0,24308.0
Nassau,04/02/2020,-54.0,-19.0,1.0,-72.0,-66.0,32.0,04/02/2020,Nassau,1437.0,12024.0,2663.0,26971.0
Nassau,04/03/2020,-59.0,-20.0,-47.0,-75.0,-66.0,34.0,04/03/2020,Nassau,1322.0,13346.0,2694.0,29665.0
Nassau,04/04/2020,-61.0,-20.0,41.0,-62.0,-51.0,20.0,04/04/2020,Nassau,1052.0,14398.0,2195.0,31860.0
Nassau,04/05/2020,-64.0,-32.0,-7.0,-66.0,-50.0,18.0,04/05/2020,Nassau,1218.0,15616.0,2363.0,34223.0
Nassau,04/06/2020,-54.0,-20.0,51.0,-72.0,-66.0,30.0,04/06/2020,Nassau,994.0,16610.0,2097.0,36320.0
Nassau,04/07/2020,-62.0,-9.0,30.0,-72.0,-67.0,32.0,04/07/2020,Nassau,1938.0,18548.0,4179.0,40499.0
Nassau,04/08/2020,-64.0,-11.0,6.0,-73.0,-67.0,32.0,04/08/2020,Nassau,1592.0,20140.0,3598.0,44097.0
Nassau,04/09/2020,-68.0,-15.0,-35.0,-77.0,-69.0,34.0,04/09/2020,Nassau,1372.0,21512.0,3021.0,47118.0
Nassau,04/10/2020,-68.0,-9.0,-34.0,-76.0,-70.0,35.0,04/10/2020,Nassau,1072.0,22584.0,2527.0,49645.0
Nassau,04/11/2020,-67.0,-3.0,39.0,-61.0,-52.0,20.0,04/11/2020,Nassau,969.0,23553.0,2307.0,51952.0
Nassau,04/12/2020,-78.0,-48.0,-5.0,-66.0,-55.0,19.0,04/12/2020,Nassau,805.0,24358.0,2072.0,54024.0
Nassau,04/13/2020,-73.0,-41.0,-55.0,-80.0,-68.0,34.0,04/13/2020,Nassau,892.0,25250.0,2283.0,56307.0
Nassau,04/14/2020,-60.0,-16.0,36.0,-69.0,-65.0,31.0,04/14/2020,Nassau,1465.0,26715.0,3155.0,59462.0
Nassau,04/15/2020,-61.0,-20.0,19.0,-71.0,-65.0,31.0,04/15/2020,Nassau,1057.0,27772.0,2814.0,62276.0
Nassau,04/16/2020,-61.0,-20.0,0.0,-71.0,-65.0,31.0,04/16/2020,Nassau,767.0,28539.0,2386.0,64662.0
Nassau,04/17/2020,-63.0,-18.0,-9.0,-69.0,-63.0,32.0,04/17/2020,Nassau,641.0,29180.0,1973.0,66635.0
Nassau,04/18/2020,-69.0,-25.0,-29.0,-63.0,-48.0,21.0,04/18/2020,Nassau,833.0,30013.0,2658.0,69293.0
Nassau,04/19/2020,-66.0,-29.0,34.0,-56.0,-45.0,17.0,04/19/2020,Nassau,664.0,30677.0,2196.0,71489.0
Nassau,04/20/2020,-61.0,-23.0,17.0,-69.0,-63.0,29.0,04/20/2020,Nassau,402.0,31079.0,1385.0,72874.0
Nassau,04/21/2020,-63.0,-27.0,-20.0,-72.0,-63.0,32.0,04/21/2020,Nassau,476.0,31555.0,1697.0,74571.0
Nassau,04/22/2020,-59.0,-18.0,11.0,-68.0,-62.0,30.0,04/22/2020,Nassau,569.0,32124.0,1980.0,76551.0
Nassau,04/23/2020,-61.0,-20.0,-2.0,-69.0,-62.0,31.0,04/23/2020,Nassau,641.0,32765.0,2787.0,79338.0
Nassau,04/24/2020,-65.0,-24.0,-37.0,-72.0,-62.0,33.0,04/24/2020,Nassau,1033.0,33798.0,4225.0,83563.0
Nassau,04/25/2020,-61.0,-17.0,147.0,-49.0,-43.0,17.0,04/25/2020,Nassau,724.0,34522.0,3334.0,86897.0
Nassau,04/26/2020,-71.0,-37.0,-61.0,-66.0,-45.0,19.0,04/26/2020,Nassau,343.0,34865.0,1871.0,88768.0
Nassau,04/27/2020,-60.0,-23.0,-15.0,-69.0,-61.0,29.0,04/27/2020,Nassau,220.0,35085.0,1499.0,90267.0
Nassau,04/28/2020,-53.0,-15.0,102.0,-63.0,-61.0,22.0,04/28/2020,Nassau,420.0,35505.0,2509.0,92776.0
Nassau,04/29/2020,-58.0,-23.0,-9.0,-68.0,-61.0,30.0,04/29/2020,Nassau,349.0,35854.0,2424.0,95200.0
Nassau,04/30/2020,-58.0,-22.0,-17.0,-69.0,-61.0,31.0,04/30/2020,Nassau,307.0,36161.0,2108.0,97308.0
Nassau,05/01/2020,-57.0,-16.0,21.0,-65.0,-58.0,30.0,05/01/2020,Nassau,358.0,36519.0,2384.0,99692.0
Nassau,05/02/2020,-55.0,-14.0,190.0,-45.0,-39.0,15.0,05/02/2020,Nassau,261.0,36780.0,2194.0,101886.0
Nassau,05/03/2020,-57.0,-24.0,103.0,-49.0,-38.0,14.0,05/03/2020,Nassau,185.0,36965.0,1736.0,103622.0
Nassau,05/04/2020,-50.0,-18.0,52.0,-65.0,-58.0,26.0,05/04/2020,Nassau,187.0,37152.0,1822.0,105444.0
Nassau,05/05/2020,-47.0,-12.0,63.0,-62.0,-58.0,26.0,05/05/2020,Nassau,198.0,37350.0,1765.0,107209.0
Nassau,05/06/2020,-53.0,-19.0,-9.0,-64.0,-57.0,28.0,05/06/2020,Nassau,243.0,37593.0,2658.0,109867.0
Nassau,05/07/2020,-49.0,-11.0,99.0,-61.0,-57.0,26.0,05/07/2020,Nassau,219.0,37812.0,2050.0,111917.0
Nassau,05/08/2020,-54.0,-10.0,-6.0,-63.0,-56.0,28.0,05/08/2020,Nassau,216.0,38028.0,2390.0,114307.0
Nassau,05/09/2020,-56.0,-3.0,12.0,-52.0,-37.0,16.0,05/09/2020,Nassau,189.0,38217.0,2260.0,116567.0
Nassau,05/10/2020,-53.0,-15.0,54.0,-48.0,-34.0,13.0,05/10/2020,Nassau,120.0,38337.0,1756.0,118323.0
Nassau,05/11/2020,-53.0,-24.0,14.0,-66.0,-56.0,27.0,05/11/2020,Nassau,97.0,38434.0,1558.0,119881.0
Nassau,05/12/2020,-48.0,-14.0,68.0,-61.0,-56.0,26.0,05/12/2020,Nassau,153.0,38587.0,2374.0,122255.0
Nassau,05/13/2020,-47.0,-13.0,84.0,-60.0,-55.0,26.0,05/13/2020,Nassau,156.0,38743.0,2633.0,124888.0
Nassau,05/14/2020,-47.0,-12.0,95.0,-61.0,-55.0,26.0,05/14/2020,Nassau,121.0,38864.0,2363.0,127251.0
Nassau,05/15/2020,-49.0,-10.0,126.0,-59.0,-54.0,25.0,05/15/2020,Nassau,169.0,39033.0,2478.0,129729.0
Nassau,05/16/2020,-51.0,-12.0,196.0,-43.0,-33.0,13.0,05/16/2020,Nassau,103.0,39136.0,2020.0,131749.0
Nassau,05/17/2020,-52.0,-19.0,106.0,-48.0,-32.0,12.0,05/17/2020,Nassau,89.0,39225.0,1749.0,133498.0
Nassau,05/18/2020,-46.0,-15.0,75.0,-61.0,-53.0,24.0,05/18/2020,Nassau,70.0,39295.0,1635.0,135133.0
Nassau,05/19/2020,-43.0,-11.0,66.0,-61.0,-53.0,25.0,05/19/2020,Nassau,73.0,39368.0,2281.0,137414.0
Nassau,05/20/2020,-42.0,-8.0,89.0,-57.0,-53.0,24.0,05/20/2020,Nassau,119.0,39487.0,3112.0,140526.0
Nassau,05/21/2020,-42.0,-5.0,121.0,-58.0,-53.0,24.0,05/21/2020,Nassau,121.0,39608.0,3097.0,143623.0
Nassau,05/22/2020,-46.0,-5.0,107.0,-56.0,-52.0,24.0,05/22/2020,Nassau,118.0,39726.0,4188.0,147811.0
Nassau,05/23/2020,-57.0,-18.0,-5.0,-55.0,-33.0,16.0,05/23/2020,Nassau,111.0,39837.0,3739.0,151550.0
Nassau,05/24/2020,-50.0,-13.0,120.0,-40.0,-29.0,10.0,05/24/2020,Nassau,70.0,39907.0,2891.0,154441.0
Nassau,05/25/2020,-50.0,-15.0,196.0,-69.0,-76.0,28.0,05/25/2020,Nassau,67.0,39974.0,2269.0,156710.0
Nassau,05/26/2020,-42.0,-12.0,134.0,-57.0,-51.0,22.0,05/26/2020,Nassau,60.0,40034.0,2390.0,159100.0
Nassau,05/27/2020,-39.0,-8.0,134.0,-55.0,-50.0,22.0,05/27/2020,Nassau,106.0,40140.0,4664.0,163764.0
Nassau,05/28/2020,-43.0,-8.0,54.0,-57.0,-50.0,24.0,05/28/2020,Nassau,86.0,40226.0,4760.0,168524.0
