sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
Albany,09/24/2020,-24.0,-4.0,71.0,-35.0,-39.0,11.0,09/24/2020,Albany,10.0,3063.0,1348.0,132506.0
Albany,09/25/2020,-27.0,-4.0,75.0,-38.0,-40.0,11.0,09/25/2020,Albany,19.0,3082.0,1202.0,133708.0
Albany,09/26/2020,-26.0,-9.0,,-37.0,-14.0,1.0,09/26/2020,Albany,13.0,3095.0,1091.0,134799.0
Albany,09/27/2020,-26.0,-9.0,222.0,-39.0,-13.0,1.0,09/27/2020,Albany,9.0,3104.0,789.0,135588.0
Albany,09/28/2020,-23.0,-1.0,36.0,-41.0,-44.0,12.0,09/28/2020,Albany,12.0,3116.0,939.0,136527.0
Albany,09/29/2020,-26.0,-5.0,14.0,-41.0,-40.0,12.0,09/29/2020,Albany,4.0,3120.0,925.0,137452.0
Albany,09/30/2020,-25.0,-1.0,32.0,-40.0,-41.0,13.0,09/30/2020,Albany,13.0,3133.0,1496.0,138948.0
Albany,10/01/2020,-24.0,1.0,71.0,-35.0,-37.0,10.0,10/01/2020,Albany,20.0,3153.0,1343.0,140291.0
Albany,10/02/2020,-29.0,0.0,21.0,-40.0,-39.0,12.0,10/02/2020,Albany,22.0,3175.0,1783.0,142074.0
Albany,10/03/2020,-26.0,-5.0,236.0,-39.0,-15.0,2.0,10/03/2020,Albany,15.0,3190.0,1052.0,143126.0
Albany,10/04/2020,-27.0,-4.0,175.0,-38.0,-14.0,1.0,10/04/2020,Albany,11.0,3201.0,833.0,143959.0
Albany,10/05/2020,-24.0,2.0,39.0,-41.0,-41.0,10.0,10/05/2020,Albany,17.0,3218.0,1061.0,145020.0
Albany,10/06/2020,-26.0,-1.0,46.0,-41.0,-40.0,10.0,10/06/2020,Albany,15.0,3233.0,1328.0,146348.0
Albany,10/07/2020,-26.0,-3.0,15.0,-39.0,-40.0,9.0,10/07/2020,Albany,18.0,3251.0,2089.0,148437.0
Albany,10/08/2020,-17.0,4.0,68.0,-33.0,-42.0,6.0,10/08/2020,Albany,17.0,3268.0,2240.0,150677.0
Albany,10/09/2020,-26.0,0.0,67.0,-31.0,-41.0,9.0,10/09/2020,Albany,12.0,3280.0,2225.0,152902.0
Albany,10/10/2020,-25.0,-9.0,,-36.0,-13.0,1.0,10/10/2020,Albany,13.0,3293.0,1823.0,154725.0
Albany,10/11/2020,-24.0,-7.0,213.0,-37.0,-14.0,1.0,10/11/2020,Albany,11.0,3304.0,819.0,155544.0
Albany,10/12/2020,-20.0,2.0,36.0,-44.0,-57.0,14.0,10/12/2020,Albany,20.0,3324.0,1393.0,156937.0
Albany,10/13/2020,-31.0,-9.0,-18.0,-42.0,-41.0,13.0,10/13/2020,Albany,19.0,3343.0,1278.0,158215.0
Allegany,03/01/2020,47.0,13.0,,,1.0,,03/01/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/02/2020,12.0,14.0,,,3.0,0.0,03/02/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/03/2020,28.0,16.0,,,2.0,-1.0,03/03/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/04/2020,15.0,11.0,,,2.0,0.0,03/04/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/05/2020,30.0,13.0,,,4.0,-2.0,03/05/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/06/2020,10.0,-1.0,,,3.0,0.0,03/06/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/07/2020,24.0,-1.0,,,5.0,,03/07/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/08/2020,41.0,14.0,,,2.0,,03/08/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/09/2020,7.0,9.0,,,-1.0,-2.0,03/09/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/10/2020,5.0,8.0,,,-4.0,1.0,03/10/2020,Allegany,0.0,0.0,0.0,0.0
Allegany,03/11/2020,8.0,9.0,,,-2.0,-1.0,03/11/2020,Allegany,0.0,0.0,4.0,4.0
Allegany,03/12/2020,16.0,18.0,,,-1.0,-1.0,03/12/2020,Allegany,0.0,0.0,1.0,5.0
Allegany,03/13/2020,10.0,15.0,,,-7.0,2.0,03/13/2020,Allegany,0.0,0.0,0.0,5.0
Allegany,03/14/2020,16.0,18.0,,,4.0,,03/14/2020,Allegany,0.0,0.0,1.0,6.0
Allegany,03/15/2020,26.0,37.0,,,-4.0,,03/15/2020,Allegany,2.0,2.0,5.0,11.0
Allegany,03/16/2020,-9.0,29.0,,,-21.0,6.0,03/16/2020,Allegany,0.0,2.0,1.0,12.0
Allegany,03/17/2020,-35.0,7.0,,,-28.0,10.0,03/17/2020,Allegany,0.0,2.0,0.0,12.0
Allegany,03/18/2020,-37.0,7.0,,,-31.0,10.0,03/18/2020,Allegany,0.0,2.0,3.0,15.0
Allegany,03/19/2020,-37.0,3.0,,,-34.0,11.0,03/19/2020,Allegany,0.0,2.0,2.0,17.0
Allegany,03/20/2020,-38.0,-4.0,,,-35.0,14.0,03/20/2020,Allegany,0.0,2.0,10.0,27.0
Allegany,03/21/2020,-41.0,-4.0,,,-19.0,,03/21/2020,Allegany,0.0,2.0,10.0,37.0
Allegany,03/22/2020,-42.0,-3.0,,,-25.0,,03/22/2020,Allegany,0.0,2.0,39.0,76.0
Allegany,03/23/2020,-56.0,-26.0,,,-45.0,17.0,03/23/2020,Allegany,0.0,2.0,2.0,78.0
Allegany,03/24/2020,-48.0,-14.0,,,-46.0,17.0,03/24/2020,Allegany,0.0,2.0,5.0,83.0
Allegany,03/25/2020,-48.0,-18.0,,,-46.0,16.0,03/25/2020,Allegany,0.0,2.0,6.0,89.0
Allegany,03/26/2020,-39.0,-13.0,,,-47.0,14.0,03/26/2020,Allegany,0.0,2.0,9.0,98.0
Allegany,03/27/2020,-34.0,-19.0,,,-47.0,18.0,03/27/2020,Allegany,0.0,2.0,4.0,102.0
Allegany,03/28/2020,-51.0,-24.0,,,-29.0,,03/28/2020,Allegany,4.0,6.0,12.0,114.0
Allegany,03/29/2020,-40.0,-15.0,,,-33.0,,03/29/2020,Allegany,1.0,7.0,7.0,121.0
Allegany,03/30/2020,-44.0,-21.0,,,-46.0,16.0,03/30/2020,Allegany,0.0,7.0,4.0,125.0
Allegany,03/31/2020,-47.0,-11.0,,,-46.0,16.0,03/31/2020,Allegany,2.0,9.0,10.0,135.0
Allegany,04/01/2020,-43.0,-6.0,,,-48.0,15.0,04/01/2020,Allegany,3.0,12.0,14.0,149.0
Allegany,04/02/2020,-42.0,-10.0,,,-47.0,17.0,04/02/2020,Allegany,2.0,14.0,18.0,167.0
Allegany,04/03/2020,-41.0,-12.0,,,-47.0,20.0,04/03/2020,Allegany,2.0,16.0,13.0,180.0
Allegany,04/04/2020,-43.0,-17.0,,,-29.0,,04/04/2020,Allegany,0.0,16.0,8.0,188.0
Allegany,04/05/2020,-35.0,-2.0,,,-33.0,,04/05/2020,Allegany,1.0,17.0,8.0,196.0
Allegany,04/06/2020,,,,,-47.0,14.0,04/06/2020,Allegany,0.0,17.0,3.0,199.0
Allegany,04/07/2020,,,,,-49.0,15.0,04/07/2020,Allegany,4.0,21.0,16.0,215.0
Allegany,04/08/2020,,,,,-49.0,16.0,04/08/2020,Allegany,1.0,22.0,12.0,227.0
Allegany,04/09/2020,,,,,-50.0,18.0,04/09/2020,Allegany,4.0,26.0,21.0,248.0
Allegany,04/10/2020,,-15.0,,,-54.0,,04/10/2020,Allegany,0.0,26.0,16.0,264.0
Allegany,04/11/2020,,,,,-31.0,,04/11/2020,Allegany,0.0,26.0,11.0,275.0
Allegany,04/12/2020,,,,,-35.0,,04/12/2020,Allegany,0.0,26.0,5.0,280.0
Allegany,04/13/2020,,-26.0,,,-47.0,17.0,04/13/2020,Allegany,2.0,28.0,14.0,294.0
Allegany,04/14/2020,,,,,-47.0,16.0,04/14/2020,Allegany,0.0,28.0,10.0,304.0
Allegany,04/15/2020,,-8.0,,,-48.0,16.0,04/15/2020,Allegany,0.0,28.0,8.0,312.0
Allegany,04/16/2020,,-10.0,,,-49.0,17.0,04/16/2020,Allegany,1.0,29.0,21.0,333.0
Allegany,04/17/2020,,-20.0,,,-49.0,,04/17/2020,Allegany,1.0,30.0,15.0,348.0
Allegany,04/18/2020,,-17.0,,,-28.0,,04/18/2020,Allegany,0.0,30.0,7.0,355.0
Allegany,04/19/2020,,,,,-32.0,,04/19/2020,Allegany,0.0,30.0,5.0,360.0
Allegany,04/20/2020,,-12.0,,,-45.0,14.0,04/20/2020,Allegany,0.0,30.0,9.0,369.0
Allegany,04/21/2020,,,,,-45.0,17.0,04/21/2020,Allegany,0.0,30.0,10.0,379.0
Allegany,04/22/2020,,-16.0,,,-46.0,17.0,04/22/2020,Allegany,0.0,30.0,14.0,393.0
Allegany,04/23/2020,,-14.0,,,-45.0,16.0,04/23/2020,Allegany,1.0,31.0,10.0,403.0
Allegany,04/24/2020,,-20.0,,,-46.0,18.0,04/24/2020,Allegany,4.0,35.0,61.0,464.0
Allegany,04/25/2020,,-2.0,,,-25.0,,04/25/2020,Allegany,0.0,35.0,12.0,476.0
Allegany,04/26/2020,,,,,-33.0,,04/26/2020,Allegany,0.0,35.0,9.0,485.0
Allegany,04/27/2020,,-11.0,,,-43.0,14.0,04/27/2020,Allegany,0.0,35.0,14.0,499.0
Allegany,04/28/2020,,,,,-45.0,9.0,04/28/2020,Allegany,0.0,35.0,26.0,525.0
Allegany,04/29/2020,,,,,-45.0,13.0,04/29/2020,Allegany,0.0,35.0,18.0,543.0
Allegany,04/30/2020,,-8.0,,,-45.0,16.0,04/30/2020,Allegany,0.0,35.0,20.0,563.0
Allegany,05/01/2020,,-9.0,,,-44.0,15.0,05/01/2020,Allegany,0.0,35.0,11.0,574.0
Allegany,05/02/2020,,3.0,,,-23.0,,05/02/2020,Allegany,0.0,35.0,18.0,592.0
Allegany,05/03/2020,,,,,-21.0,,05/03/2020,Allegany,0.0,35.0,14.0,606.0
Allegany,05/04/2020,,,,,-44.0,13.0,05/04/2020,Allegany,0.0,35.0,31.0,637.0
Allegany,05/05/2020,,,,,-42.0,11.0,05/05/2020,Allegany,0.0,35.0,22.0,659.0
Allegany,05/06/2020,,,,,-45.0,14.0,05/06/2020,Allegany,0.0,35.0,40.0,699.0
Allegany,05/07/2020,,1.0,,,-42.0,13.0,05/07/2020,Allegany,0.0,35.0,33.0,732.0
Allegany,05/08/2020,,-11.0,,,-44.0,17.0,05/08/2020,Allegany,0.0,35.0,18.0,750.0
Allegany,05/09/2020,,-4.0,,,-24.0,,05/09/2020,Allegany,1.0,36.0,20.0,770.0
Allegany,05/10/2020,,,,,-24.0,,05/10/2020,Allegany,2.0,38.0,35.0,805.0
Allegany,05/11/2020,,,,,-40.0,13.0,05/11/2020,Allegany,4.0,42.0,41.0,846.0
Allegany,05/12/2020,,,,,-41.0,12.0,05/12/2020,Allegany,2.0,44.0,39.0,885.0
Allegany,05/13/2020,,,,,-42.0,11.0,05/13/2020,Allegany,0.0,44.0,53.0,938.0
Allegany,05/14/2020,-41.0,0.0,,,-41.0,11.0,05/14/2020,Allegany,0.0,44.0,44.0,982.0
Allegany,05/15/2020,-39.0,-11.0,,,-42.0,15.0,05/15/2020,Allegany,0.0,44.0,27.0,1009.0
Allegany,05/16/2020,-24.0,7.0,,,-16.0,,05/16/2020,Allegany,0.0,44.0,36.0,1045.0
Allegany,05/17/2020,,,,,-18.0,,05/17/2020,Allegany,0.0,44.0,89.0,1134.0
Allegany,05/18/2020,,-7.0,,,-38.0,11.0,05/18/2020,Allegany,0.0,44.0,28.0,1162.0
Allegany,05/19/2020,,7.0,,,-38.0,8.0,05/19/2020,Allegany,0.0,44.0,49.0,1211.0
Allegany,05/20/2020,-34.0,12.0,,,-43.0,9.0,05/20/2020,Allegany,0.0,44.0,68.0,1279.0
Allegany,05/21/2020,-25.0,12.0,,,-41.0,9.0,05/21/2020,Allegany,0.0,44.0,47.0,1326.0
Allegany,05/22/2020,-34.0,7.0,,,-43.0,11.0,05/22/2020,Allegany,0.0,44.0,26.0,1352.0
Allegany,05/23/2020,-33.0,20.0,,,-15.0,,05/23/2020,Allegany,0.0,44.0,33.0,1385.0
Allegany,05/24/2020,,,,,-20.0,,05/24/2020,Allegany,0.0,44.0,53.0,1438.0
Allegany,05/25/2020,,,,,-70.0,,05/25/2020,Allegany,0.0,44.0,28.0,1466.0
Allegany,05/26/2020,-34.0,10.0,,,-38.0,8.0,05/26/2020,Allegany,1.0,45.0,96.0,1562.0
Allegany,05/27/2020,-34.0,9.0,,,-36.0,8.0,05/27/2020,Allegany,0.0,45.0,98.0,1660.0
Allegany,05/28/2020,-33.0,1.0,,,-36.0,10.0,05/28/2020,Allegany,0.0,45.0,60.0,1720.0
Allegany,05/29/2020,-37.0,-6.0,,,-38.0,12.0,05/29/2020,Allegany,0.0,45.0,64.0,1784.0
Allegany,05/30/2020,-31.0,6.0,,,-1.0,,05/30/2020,Allegany,0.0,45.0,51.0,1835.0
Allegany,05/31/2020,,,,,-12.0,,05/31/2020,Allegany,3.0,48.0,100.0,1935.0
Allegany,06/01/2020,,4.0,,,-33.0,8.0,06/01/2020,Allegany,0.0,48.0,160.0,2095.0
Allegany,06/02/2020,-29.0,5.0,,,-34.0,8.0,06/02/2020,Allegany,1.0,49.0,181.0,2276.0
Allegany,06/03/2020,-33.0,5.0,,,-36.0,9.0,06/03/2020,Allegany,0.0,49.0,131.0,2407.0
Allegany,06/04/2020,-28.0,9.0,,,-33.0,7.0,06/04/2020,Allegany,2.0,51.0,154.0,2561.0
Allegany,06/05/2020,-23.0,7.0,,,-37.0,8.0,06/05/2020,Allegany,0.0,51.0,309.0,2870.0
Allegany,06/06/2020,-17.0,20.0,,,-8.0,,06/06/2020,Allegany,0.0,51.0,98.0,2968.0
Allegany,06/07/2020,-4.0,,,,-10.0,,06/07/2020,Allegany,0.0,51.0,149.0,3117.0
Allegany,06/08/2020,-17.0,9.0,,,-32.0,6.0,06/08/2020,Allegany,0.0,51.0,220.0,3337.0
Allegany,06/09/2020,,10.0,,,-33.0,5.0,06/09/2020,Allegany,1.0,52.0,128.0,3465.0
Allegany,06/10/2020,-29.0,9.0,,,-36.0,7.0,06/10/2020,Allegany,1.0,53.0,137.0,3602.0
Allegany,06/11/2020,-29.0,8.0,,,-33.0,6.0,06/11/2020,Allegany,0.0,53.0,163.0,3765.0
Allegany,06/12/2020,-22.0,8.0,,,-35.0,7.0,06/12/2020,Allegany,1.0,54.0,144.0,3909.0
Allegany,06/13/2020,-13.0,17.0,,,-10.0,,06/13/2020,Allegany,0.0,54.0,103.0,4012.0
Allegany,06/14/2020,,,,,-6.0,,06/14/2020,Allegany,1.0,55.0,65.0,4077.0
Allegany,06/15/2020,,3.0,,,-30.0,5.0,06/15/2020,Allegany,0.0,55.0,120.0,4197.0
Allegany,06/16/2020,,19.0,,,-31.0,5.0,06/16/2020,Allegany,0.0,55.0,134.0,4331.0
Allegany,06/17/2020,-22.0,7.0,,,-33.0,4.0,06/17/2020,Allegany,2.0,57.0,77.0,4408.0
Allegany,06/18/2020,-16.0,9.0,,,-33.0,5.0,06/18/2020,Allegany,1.0,58.0,220.0,4628.0
Allegany,06/19/2020,-13.0,8.0,,,-36.0,6.0,06/19/2020,Allegany,0.0,58.0,166.0,4794.0
Allegany,06/20/2020,-8.0,24.0,,,-3.0,,06/20/2020,Allegany,0.0,58.0,66.0,4860.0
Allegany,06/21/2020,,,,,-3.0,,06/21/2020,Allegany,0.0,58.0,114.0,4974.0
Allegany,06/22/2020,,1.0,,,-33.0,5.0,06/22/2020,Allegany,0.0,58.0,142.0,5116.0
Allegany,06/23/2020,,9.0,,,-34.0,6.0,06/23/2020,Allegany,0.0,58.0,104.0,5220.0
Allegany,06/24/2020,-20.0,10.0,,,-32.0,6.0,06/24/2020,Allegany,0.0,58.0,131.0,5351.0
Allegany,06/25/2020,-21.0,7.0,,,-33.0,6.0,06/25/2020,Allegany,0.0,58.0,109.0,5460.0
Allegany,06/26/2020,-12.0,10.0,,,-34.0,5.0,06/26/2020,Allegany,0.0,58.0,55.0,5515.0
Allegany,06/27/2020,-10.0,15.0,,,-6.0,,06/27/2020,Allegany,1.0,59.0,74.0,5589.0
Allegany,06/28/2020,,,,,1.0,,06/28/2020,Allegany,0.0,59.0,157.0,5746.0
Allegany,06/29/2020,-5.0,12.0,,,-31.0,4.0,06/29/2020,Allegany,0.0,59.0,194.0,5940.0
Allegany,06/30/2020,-7.0,15.0,,,-33.0,4.0,06/30/2020,Allegany,2.0,61.0,78.0,6018.0
Allegany,07/01/2020,-7.0,21.0,,,-34.0,4.0,07/01/2020,Allegany,1.0,62.0,48.0,6066.0
Allegany,07/02/2020,0.0,33.0,,,-38.0,4.0,07/02/2020,Allegany,1.0,63.0,105.0,6171.0
Allegany,07/03/2020,0.0,39.0,,,-54.0,,07/03/2020,Allegany,0.0,63.0,75.0,6246.0
Allegany,07/04/2020,-24.0,27.0,,,-22.0,,07/04/2020,Allegany,0.0,63.0,97.0,6343.0
Allegany,07/05/2020,16.0,,,,-13.0,,07/05/2020,Allegany,0.0,63.0,93.0,6436.0
Allegany,07/06/2020,-13.0,11.0,,,-38.0,6.0,07/06/2020,Allegany,0.0,63.0,87.0,6523.0
Allegany,07/07/2020,-15.0,17.0,,,-37.0,5.0,07/07/2020,Allegany,1.0,64.0,205.0,6728.0
Allegany,07/08/2020,-17.0,18.0,,,-35.0,5.0,07/08/2020,Allegany,0.0,64.0,91.0,6819.0
Allegany,07/09/2020,-3.0,12.0,,,-34.0,4.0,07/09/2020,Allegany,0.0,64.0,78.0,6897.0
Allegany,07/10/2020,-11.0,10.0,,,-34.0,6.0,07/10/2020,Allegany,2.0,66.0,106.0,7003.0
Allegany,07/11/2020,-13.0,8.0,,,-8.0,,07/11/2020,Allegany,0.0,66.0,107.0,7110.0
Allegany,07/12/2020,9.0,,,,-12.0,,07/12/2020,Allegany,0.0,66.0,88.0,7198.0
Allegany,07/13/2020,-12.0,4.0,,,-34.0,4.0,07/13/2020,Allegany,2.0,68.0,243.0,7441.0
Allegany,07/14/2020,-13.0,14.0,,,-35.0,4.0,07/14/2020,Allegany,1.0,69.0,97.0,7538.0
Allegany,07/15/2020,-14.0,13.0,,,-35.0,4.0,07/15/2020,Allegany,1.0,70.0,80.0,7618.0
Allegany,07/16/2020,-21.0,5.0,,,-34.0,7.0,07/16/2020,Allegany,1.0,71.0,72.0,7690.0
Allegany,07/17/2020,-12.0,4.0,,,-35.0,6.0,07/17/2020,Allegany,0.0,71.0,111.0,7801.0
Allegany,07/18/2020,-7.0,19.0,,,-9.0,,07/18/2020,Allegany,0.0,71.0,78.0,7879.0
Allegany,07/19/2020,,,,,-16.0,,07/19/2020,Allegany,0.0,71.0,72.0,7951.0
Allegany,07/20/2020,-13.0,12.0,,,-35.0,4.0,07/20/2020,Allegany,1.0,72.0,97.0,8048.0
Allegany,07/21/2020,-19.0,9.0,,,-33.0,4.0,07/21/2020,Allegany,0.0,72.0,171.0,8219.0
Allegany,07/22/2020,-20.0,10.0,,,-34.0,5.0,07/22/2020,Allegany,0.0,72.0,130.0,8349.0
Allegany,07/23/2020,-15.0,12.0,,,-33.0,5.0,07/23/2020,Allegany,2.0,74.0,112.0,8461.0
Allegany,07/24/2020,-18.0,7.0,,,-33.0,5.0,07/24/2020,Allegany,0.0,74.0,138.0,8599.0
Allegany,07/25/2020,-5.0,18.0,,,-10.0,,07/25/2020,Allegany,0.0,74.0,75.0,8674.0
Allegany,07/26/2020,12.0,,,,-5.0,,07/26/2020,Allegany,0.0,74.0,58.0,8732.0
Allegany,07/27/2020,-15.0,7.0,,,-33.0,5.0,07/27/2020,Allegany,0.0,74.0,53.0,8785.0
Allegany,07/28/2020,-16.0,14.0,,,-33.0,5.0,07/28/2020,Allegany,0.0,74.0,212.0,8997.0
Allegany,07/29/2020,-22.0,7.0,,,-34.0,6.0,07/29/2020,Allegany,0.0,74.0,100.0,9097.0
Allegany,07/30/2020,-11.0,5.0,,,-34.0,4.0,07/30/2020,Allegany,0.0,74.0,65.0,9162.0
Allegany,07/31/2020,-11.0,6.0,,,-36.0,4.0,07/31/2020,Allegany,0.0,74.0,102.0,9264.0
Allegany,08/01/2020,-6.0,14.0,,,-12.0,,08/01/2020,Allegany,0.0,74.0,118.0,9382.0
Allegany,08/02/2020,,,,,-11.0,,08/02/2020,Allegany,1.0,75.0,63.0,9445.0
Allegany,08/03/2020,-11.0,4.0,,,-30.0,4.0,08/03/2020,Allegany,0.0,75.0,153.0,9598.0
Allegany,08/04/2020,,11.0,,,-34.0,5.0,08/04/2020,Allegany,1.0,76.0,178.0,9776.0
Allegany,08/05/2020,-20.0,6.0,,,-33.0,4.0,08/05/2020,Allegany,2.0,78.0,118.0,9894.0
Allegany,08/06/2020,-9.0,9.0,,,-32.0,3.0,08/06/2020,Allegany,1.0,79.0,128.0,10022.0
Allegany,08/07/2020,-10.0,0.0,,,-34.0,5.0,08/07/2020,Allegany,0.0,79.0,110.0,10132.0
Allegany,08/08/2020,-2.0,15.0,,,-8.0,,08/08/2020,Allegany,0.0,79.0,65.0,10197.0
Allegany,08/09/2020,,,,,-12.0,,08/09/2020,Allegany,1.0,80.0,71.0,10268.0
Allegany,08/10/2020,-11.0,4.0,,,-35.0,3.0,08/10/2020,Allegany,0.0,80.0,325.0,10593.0
Allegany,08/11/2020,-17.0,11.0,,,-34.0,3.0,08/11/2020,Allegany,0.0,80.0,95.0,10688.0
Allegany,08/12/2020,-18.0,11.0,,,-33.0,3.0,08/12/2020,Allegany,0.0,80.0,74.0,10762.0
Allegany,08/13/2020,-4.0,11.0,,,-32.0,2.0,08/13/2020,Allegany,0.0,80.0,90.0,10852.0
Allegany,08/14/2020,-8.0,10.0,,,-35.0,3.0,08/14/2020,Allegany,0.0,80.0,141.0,10993.0
Allegany,08/15/2020,-5.0,12.0,,,-9.0,,08/15/2020,Allegany,0.0,80.0,118.0,11111.0
Allegany,08/16/2020,,,,,-8.0,,08/16/2020,Allegany,0.0,80.0,66.0,11177.0
Allegany,08/17/2020,,,,,,3.0,08/17/2020,Allegany,0.0,80.0,169.0,11346.0
Allegany,08/18/2020,,,,,,2.0,08/18/2020,Allegany,0.0,80.0,242.0,11588.0
Allegany,08/19/2020,,,,,,3.0,08/19/2020,Allegany,1.0,81.0,94.0,11682.0
Allegany,08/20/2020,,,,,,2.0,08/20/2020,Allegany,3.0,84.0,149.0,11831.0
Allegany,08/21/2020,,,,,,4.0,08/21/2020,Allegany,0.0,84.0,145.0,11976.0
Allegany,08/24/2020,,,,,,4.0,08/24/2020,Allegany,1.0,86.0,199.0,12315.0
Allegany,08/25/2020,,,,,,3.0,08/25/2020,Allegany,0.0,86.0,258.0,12573.0
Allegany,08/26/2020,,,,,,3.0,08/26/2020,Allegany,1.0,87.0,180.0,12753.0
Allegany,08/27/2020,,,,,,3.0,08/27/2020,Allegany,0.0,87.0,236.0,12989.0
Allegany,08/28/2020,,,,,,4.0,08/28/2020,Allegany,1.0,88.0,180.0,13169.0
Allegany,08/31/2020,,,,,,3.0,08/31/2020,Allegany,0.0,89.0,355.0,13767.0
Allegany,09/01/2020,,,,,,2.0,09/01/2020,Allegany,0.0,89.0,122.0,13889.0
Allegany,09/02/2020,,,,,,4.0,09/02/2020,Allegany,1.0,90.0,253.0,14142.0
Allegany,09/03/2020,,,,,,1.0,09/03/2020,Allegany,0.0,90.0,220.0,14362.0
Allegany,09/04/2020,,,,,,2.0,09/04/2020,Allegany,2.0,92.0,126.0,14488.0
Allegany,09/07/2020,,,,,-69.0,,09/07/2020,Allegany,0.0,92.0,194.0,14835.0
Allegany,09/08/2020,,,,,,1.0,09/08/2020,Allegany,0.0,92.0,156.0,14991.0
Allegany,09/09/2020,,,,,,0.0,09/09/2020,Allegany,1.0,93.0,86.0,15077.0
Allegany,09/10/2020,,,,,,0.0,09/10/2020,Allegany,0.0,93.0,230.0,15307.0
Allegany,09/11/2020,-8.0,-9.0,,,-30.0,1.0,09/11/2020,Allegany,1.0,94.0,135.0,15442.0
Allegany,09/12/2020,6.0,-5.0,,,-7.0,,09/12/2020,Allegany,0.0,94.0,51.0,15493.0
Allegany,09/13/2020,,,,,-14.0,,09/13/2020,Allegany,0.0,94.0,106.0,15599.0
Allegany,09/14/2020,-6.0,-2.0,,,-27.0,1.0,09/14/2020,Allegany,0.0,94.0,121.0,15720.0
Allegany,09/15/2020,-11.0,0.0,,,-24.0,0.0,09/15/2020,Allegany,0.0,94.0,232.0,15952.0
Allegany,09/16/2020,-13.0,1.0,,,-26.0,1.0,09/16/2020,Allegany,0.0,94.0,86.0,16038.0
Allegany,09/17/2020,-7.0,5.0,,,-27.0,1.0,09/17/2020,Allegany,1.0,95.0,169.0,16207.0
Allegany,09/18/2020,-4.0,2.0,,,-26.0,2.0,09/18/2020,Allegany,1.0,96.0,115.0,16322.0
Allegany,09/19/2020,5.0,10.0,,,-7.0,,09/19/2020,Allegany,2.0,98.0,165.0,16487.0
Allegany,09/20/2020,,,,,-8.0,,09/20/2020,Allegany,1.0,99.0,145.0,16632.0
Allegany,09/21/2020,-9.0,3.0,,,-25.0,2.0,09/21/2020,Allegany,0.0,99.0,230.0,16862.0
Allegany,09/22/2020,-13.0,5.0,,,-25.0,2.0,09/22/2020,Allegany,0.0,99.0,135.0,16997.0
Allegany,09/23/2020,-14.0,6.0,,,-24.0,2.0,09/23/2020,Allegany,2.0,101.0,161.0,17158.0
Allegany,09/24/2020,-12.0,1.0,,,-23.0,1.0,09/24/2020,Allegany,2.0,103.0,129.0,17287.0
Allegany,09/25/2020,-8.0,3.0,,,-24.0,2.0,09/25/2020,Allegany,3.0,106.0,301.0,17588.0
Allegany,09/26/2020,1.0,12.0,,,-10.0,-4.0,09/26/2020,Allegany,0.0,106.0,137.0,17725.0
Allegany,09/27/2020,,,,,-10.0,,09/27/2020,Allegany,0.0,106.0,129.0,17854.0
Allegany,09/28/2020,-16.0,0.0,,,-22.0,2.0,09/28/2020,Allegany,2.0,108.0,170.0,18024.0
Allegany,09/29/2020,-19.0,0.0,,,-22.0,4.0,09/29/2020,Allegany,6.0,114.0,139.0,18163.0
Allegany,09/30/2020,-17.0,6.0,,,-25.0,3.0,09/30/2020,Allegany,5.0,119.0,140.0,18303.0
Allegany,10/01/2020,-9.0,12.0,,,-23.0,1.0,10/01/2020,Allegany,3.0,122.0,207.0,18510.0
Allegany,10/02/2020,-10.0,4.0,,,-22.0,2.0,10/02/2020,Allegany,2.0,124.0,435.0,18945.0
Allegany,10/03/2020,-2.0,14.0,,,-8.0,-3.0,10/03/2020,Allegany,0.0,124.0,153.0,19098.0
Allegany,10/04/2020,,,,,-12.0,,10/04/2020,Allegany,1.0,125.0,67.0,19165.0
Allegany,10/05/2020,-21.0,4.0,,,-22.0,2.0,10/05/2020,Allegany,3.0,128.0,330.0,19495.0
Allegany,10/06/2020,-17.0,9.0,,,-23.0,2.0,10/06/2020,Allegany,2.0,130.0,314.0,19809.0
Allegany,10/07/2020,-21.0,1.0,,,-20.0,3.0,10/07/2020,Allegany,1.0,131.0,309.0,20118.0
Allegany,10/08/2020,-11.0,5.0,,,-20.0,3.0,10/08/2020,Allegany,10.0,141.0,203.0,20321.0
Allegany,10/09/2020,-4.0,1.0,,,-23.0,3.0,10/09/2020,Allegany,3.0,144.0,137.0,20458.0
